AAPL,MSFT,SPY,QQQ,GLD,TLT,IWM,EFA,BTC-USD,ETH-USD,cash,strategy,key
0.22323280982884752,3.221896669208822e-16,0.22323280982884752,0.22323280982884758,0.22323280982884752,7.191038767472929e-17,0.0,0.0,0.0,0.0,0.10706876068460947,LSTM+MV,lstm_mv
0.11047696709217579,0.09279197218471574,0.07405454252341608,0.04093622039647991,0.13596190871971078,0.25,0.06432600800712915,0.15036651806317272,0.010668010508965445,0.006078307441610285,0.06433954506262396,LSTM+HRP,lstm_hrp
0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.0,Equal-weight,equal
0.18877949991750834,0.0,2.161524801312801e-16,0.18877949991750834,0.18877949991750834,0.0,0.18877949991750834,0.0,0.0,0.0,0.24488200032996643,Static MV (hist. mean),static_mv
0.0,0.0,0.7685544200178662,0.0,0.0,0.23144557998213378,0.0,0.0,0.0,0.0,0.0,Buy-and-hold 60/40,bh_60_40
